user_id,movie_id,username,movie_title,director,release_date
3,734,Esther,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu,2014
3,704,Esther,My Fair Lady,George Cukor,1964
3,592,Esther,Vicky Donor,Shoojit Sircar,2012
3,15,Esther,The Matrix,Lana Wachowski,1999
3,163,Esther,L.A. Confidential,Curtis Hanson,1997
3,369,Esther,Casino Royale,Martin Campbell,2006
3,666,Esther,Batman: Mask of the Phantasm,Kevin Altieri,1993
3,725,Esther,Get Out,Jordan Peele,2017
3,43,Esther,Léon,Luc Besson,1994
3,230,Esther,Mary and Max,Adam Elliot,2009
3,178,Esther,Sholay,Ramesh Sippy,1975
3,110,Esther,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,1983
3,554,Esther,The Searchers,John Ford,1956
4,601,Rafael,The Big Short,Adam McKay,2015
4,588,Rafael,Pride,Matthew Warchus,2014
4,181,Rafael,To Kill a Mockingbird,Robert Mulligan,1962
4,4,Rafael,The Godfather: Part II,Francis Ford Coppola,1974
4,182,Rafael,Yôjinbô,Akira Kurosawa,1961
4,771,Rafael,Control,Anton Corbijn,2007
4,195,Rafael,Sherlock Jr.,Buster Keaton,1924
4,756,Rafael,Harry Potter and the Deathly Hallows: Part 1,David Yates,2010
4,238,Rafael,Before Sunset,Richard Linklater,2004
4,313,Rafael,Rebecca,Alfred Hitchcock,1940
4,568,Rafael,Freaks,Tod Browning,1932
4,541,Rafael,"""Aguirre, der Zorn Gottes""",Werner Herzog,1972
4,432,Rafael,Per un pugno di dollari,Sergio Leone,1964
4,310,Rafael,The Third Man,Carol Reed,1949
4,645,Rafael,Remember the Titans,Boaz Yakin,2000
4,158,Rafael,Der Untergang,Oliver Hirschbiegel,2004
4,150,Rafael,There Will Be Blood,Paul Thomas Anderson,2007
4,957,Rafael,Mulan,Tony Bancroft,1998
4,122,Rafael,Ikiru,Akira Kurosawa,1952
4,62,Rafael,Coco,Lee Unkrich,2017
4,606,Rafael,Ajeossi,Jeong-beom Lee,2010
4,263,Rafael,Jurassic Park,Steven Spielberg,1993
4,109,Rafael,Scarface,Brian De Palma,1983
4,576,Rafael,Hidden Figures,Theodore Melfi,2016
4,908,Rafael,50/50,Jonathan Levine,2011
4,997,Rafael,Giant,George Stevens,1956
4,647,Rafael,Todo sobre mi madre,Pedro Almodóvar,1999
4,536,Rafael,Dawn of the Dead,George A. Romero,1978
4,476,Rafael,Jojo Rabbit,Taika Waititi,2019
4,738,Rafael,Captain America: The Winter Soldier,Anthony Russo,2014
4,2,Rafael,The Godfather,Francis Ford Coppola,1972
4,443,Rafael,The Night of the Hunter,Charles Laughton,1955
4,650,Rafael,The Insider,Michael Mann,1999
4,693,Rafael,The Man Who Would Be King,John Huston,1975
4,791,Rafael,Black Hawk Down,Ridley Scott,2001
4,710,Rafael,Red River,Howard Hawks,1948
4,644,Rafael,Waking Life,Richard Linklater,2001
4,416,Rafael,Jaws,Steven Spielberg,1975
4,183,Rafael,Judgment at Nuremberg,Stanley Kramer,1961
4,723,Rafael,Deadpool 2,David Leitch,2018
4,185,Rafael,Smultronstället,Ingmar Bergman,1957
4,572,Rafael,Sound of Metal,Darius Marder,2019
4,192,Rafael,The Treasure of the Sierra Madre,John Huston,1948
4,494,Rafael,Star Trek,J.J. Abrams,2009
5,405,Clara,Rain Man,Barry Levinson,1988
5,679,Clara,Evil Dead II,Sam Raimi,1987
5,952,Clara,Minority Report,Steven Spielberg,2002
5,248,Clara,Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001
5,643,Clara,The Count of Monte Cristo,Kevin Reynolds,2002
5,108,Clara,Amadeus,Milos Forman,1984
5,696,Clara,The Day of the Jackal,Fred Zinnemann,1973
5,118,Clara,The Apartment,Billy Wilder,1960
5,710,Clara,Red River,Howard Hawks,1948
5,68,Clara,The Lives of Others,Florian Henckel von Donnersmarck,2006
5,720,Clara,Frankenstein,James Whale,1931
5,414,Clara,Being There,Hal Ashby,1979
5,46,Clara,Nuovo Cinema Paradiso,Giuseppe Tornatore,1988
5,936,Clara,Jeux d'enfants,Yann Samuell,2003
5,858,Clara,Belle de jour,Luis Buñuel,1967
5,69,Clara,Oldeuboi,Chan-wook Park,2003
5,646,Clara,Wo hu cang long,Ang Lee,2000
5,907,Clara,Despicable Me,Pierre Coffin,2010
5,102,Clara,Toy Story,John Lasseter,1995
5,140,Clara,Bhaag Milkha Bhaag,Rakeysh Omprakash Mehra,2013
5,134,Clara,Talvar,Meghna Gulzar,2015
5,352,Clara,Yip Man,Wilson Yip,2008
5,695,Clara,La planète sauvage,René Laloux,1973
5,34,Clara,Joker,Todd Phillips,2019
5,53,Clara,City Lights,Charles Chaplin,1931
5,939,Clara,21 Grams,Alejandro G. Iñárritu,2003
5,120,Clara,Vertigo,Alfred Hitchcock,1958
5,74,Clara,The Shining,Stanley Kubrick,1980
5,322,Clara,Das Cabinet des Dr. Caligari,Robert Wiene,1920
5,583,Clara,Rogue One,Gareth Edwards,2016
5,381,Clara,Dogville,Lars von Trier,2003
5,656,Clara,The Game,David Fincher,1997
5,450,Clara,Kind Hearts and Coronets,Robert Hamer,1949
5,783,Clara,Man on Fire,Tony Scott,2004
5,525,Clara,Edward Scissorhands,Tim Burton,1990
5,694,Clara,The Conversation,Francis Ford Coppola,1974
5,479,Clara,Before Midnight,Richard Linklater,2013
5,174,Clara,Raging Bull,Martin Scorsese,1980
5,244,Clara,Catch Me If You Can,Steven Spielberg,2002
5,972,Clara,Omohide poro poro,Isao Takahata,1991
5,100,Clara,Good Will Hunting,Gus Van Sant,1997
5,622,Clara,Drive,Nicolas Winding Refn,2011
5,249,Clara,The Sixth Sense,M. Night Shyamalan,1999
5,197,Clara,Pink,Aniruddha Roy Chowdhury,2016
5,698,Clara,Cabaret,Bob Fosse,1972
5,209,Clara,OMG: Oh My God!,Umesh Shukla,2012
5,257,Clara,Underground,Emir Kusturica,1995
5,262,Clara,Chung Hing sam lam,Kar-Wai Wong,1994
5,895,Clara,Creed,Ryan Coogler,2015
5,674,Clara,Glory,Edward Zwick,1989
5,609,Clara,Chugyeokja,Hong-jin Na,2008
5,183,Clara,Judgment at Nuremberg,Stanley Kramer,1961
5,885,Clara,The Peanut Butter Falcon,Tyler Nilson,2019
5,345,Clara,The Perks of Being a Wallflower,Stephen Chbosky,2012
5,81,Clara,Paths of Glory,Stanley Kubrick,1957
5,707,Clara,Jules et Jim,François Truffaut,1962
5,477,Clara,Arrival,Denis Villeneuve,2016
5,284,Clara,Chinatown,Roman Polanski,1974
5,312,Clara,The Shop Around the Corner,Ernst Lubitsch,1940
5,604,Clara,The Girl with the Dragon Tattoo,David Fincher,2011
5,230,Clara,Mary and Max,Adam Elliot,2009
5,130,Clara,Uri: The Surgical Strike,Aditya Dhar,2018
5,422,Clara,The Last Picture Show,Peter Bogdanovich,1971
5,278,Clara,Life of Brian,Terry Jones,1979
5,223,Clara,Prisoners,Denis Villeneuve,2013
5,802,Clara,Happiness,Todd Solondz,1998
5,410,Clara,Tenkû no shiro Rapyuta,Hayao Miyazaki,1986
5,811,Clara,Shine,Scott Hicks,1996
5,110,Clara,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,1983
5,250,Clara,La leggenda del pianista sull'oceano,Giuseppe Tornatore,1998
5,692,Clara,The Outlaw Josey Wales,Clint Eastwood,1976
6,334,Carlos,Wonder,Stephen Chbosky,2017
6,411,Carlos,The Terminator,James Cameron,1984
6,327,Carlos,Baby,Neeraj Pandey,2015
6,673,Carlos,Majo no takkyûbin,Hayao Miyazaki,1989
6,194,Carlos,The Gold Rush,Charles Chaplin,1925
6,948,Carlos,Harry Potter and the Sorcerer's Stone,Chris Columbus,2001
6,976,Carlos,When Harry Met Sally...,Rob Reiner,1989
6,821,Carlos,Malcolm X,Spike Lee,1992
6,275,Carlos,Fanny och Alexander,Ingmar Bergman,1982
6,170,Carlos,Dom za vesanje,Emir Kusturica,1988
6,573,Carlos,Forushande,Asghar Farhadi,2016
6,250,Carlos,La leggenda del pianista sull'oceano,Giuseppe Tornatore,1998
6,188,Carlos,Dial M for Murder,Alfred Hitchcock,1954
6,171,Carlos,Tonari no Totoro,Hayao Miyazaki,1988
6,578,Carlos,Udta Punjab,Abhishek Chaubey,2016
6,234,Carlos,Lage Raho Munna Bhai,Rajkumar Hirani,2006
6,94,Carlos,Inglourious Basterds,Quentin Tarantino,2009
6,58,Carlos,Dangal,Nitesh Tiwari,2016
6,643,Carlos,The Count of Monte Cristo,Kevin Reynolds,2002
6,14,Carlos,The Lord of the Rings: The Two Towers,Peter Jackson,2002
6,974,Carlos,Home Alone,Chris Columbus,1990
6,145,Carlos,Warrior,Gavin O'Connor,2011
6,852,Carlos,Deliverance,John Boorman,1972
6,887,Carlos,Mustang,Deniz Gamze Ergüven,2015
6,702,Carlos,Guess Who's Coming to Dinner,Stanley Kramer,1967
6,452,Carlos,Out of the Past,Jacques Tourneur,1947
6,159,Carlos,Hauru no ugoku shiro,Hayao Miyazaki,2004
6,213,Carlos,Hacksaw Ridge,Mel Gibson,2016
6,397,Carlos,Groundhog Day,Harold Ramis,1993
6,499,Carlos,Life of Pi,Ang Lee,2012
6,339,Carlos,The Imitation Game,Morten Tyldum,2014
6,387,Carlos,Pâfekuto burû,Satoshi Kon,1997
6,889,Carlos,Baby Driver,Edgar Wright,2017
6,580,Carlos,M.S. Dhoni: The Untold Story,Neeraj Pandey,2016
6,124,Carlos,Double Indemnity,Billy Wilder,1944
6,112,Carlos,Taxi Driver,Martin Scorsese,1976
6,7,Carlos,Pulp Fiction,Quentin Tarantino,1994
6,248,Carlos,Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001
6,370,Carlos,Kill Bill: Vol. 2,Quentin Tarantino,2004
6,129,Carlos,Chhichhore,Nitesh Tiwari,2019
6,612,Carlos,Män som hatar kvinnor,Niels Arden Oplev,2009
6,941,Carlos,Finding Neverland,Marc Forster,2004
6,15,Carlos,The Matrix,Lana Wachowski,1999
6,26,Carlos,The Green Mile,Frank Darabont,1999
6,272,Carlos,The Thing,John Carpenter,1982
6,555,Carlos,East of Eden,Elia Kazan,1955
6,127,Carlos,Metropolis,Fritz Lang,1927
6,192,Carlos,The Treasure of the Sierra Madre,John Huston,1948
6,315,Carlos,Gone with the Wind,Victor Fleming,1939
6,27,Carlos,La vita è bella,Roberto Benigni,1997
6,21,Carlos,Soorarai Pottru,Sudha Kongara,2020
6,628,Carlos,Hot Fuzz,Edgar Wright,2007
6,600,Carlos,How to Train Your Dragon 2,Dean DeBlois,2014
6,108,Carlos,Amadeus,Milos Forman,1984
6,930,Carlos,Match Point,Woody Allen,2005
6,946,Carlos,The Royal Tenenbaums,Wes Anderson,2001
6,894,Carlos,Sicario,Denis Villeneuve,2015
6,929,Carlos,300,Zack Snyder,2006
6,57,Carlos,Kimi no na wa.,Makoto Shinkai,2016
6,670,Carlos,Boyz n the Hood,John Singleton,1991
6,495,Carlos,In Bruges,Martin McDonagh,2008
6,441,Carlos,Sweet Smell of Success,Alexander Mackendrick,1957
6,81,Carlos,Paths of Glory,Stanley Kubrick,1957
6,624,Carlos,Avatar,James Cameron,2009
6,384,Carlos,Magnolia,Paul Thomas Anderson,1999
6,604,Carlos,The Girl with the Dragon Tattoo,David Fincher,2011
6,642,Carlos,Gongdong gyeongbi guyeok JSA,Chan-wook Park,2000
6,771,Carlos,Control,Anton Corbijn,2007
6,296,Carlos,The Man Who Shot Liberty Valance,John Ford,1962
6,49,Carlos,Once Upon a Time in the West,Sergio Leone,1968
6,584,Carlos,Captain America: Civil War,Anthony Russo,2016
6,522,Carlos,Trois couleurs: Bleu,Krzysztof Kieslowski,1993
6,381,Carlos,Dogville,Lars von Trier,2003
6,329,Carlos,Lion,Garth Davis,2016
6,934,Carlos,"""Synecdoche, New York""",Charlie Kaufman,2008
6,78,Carlos,Tengoku to jigoku,Akira Kurosawa,1963
7,415,Lucia,Annie Hall,Woody Allen,1977
7,650,Lucia,The Insider,Michael Mann,1999
7,473,Lucia,Sing Street,John Carney,2016
7,416,Lucia,Jaws,Steven Spielberg,1975
7,73,Lucia,Raiders of the Lost Ark,Steven Spielberg,1981
7,894,Lucia,Sicario,Denis Villeneuve,2015
7,765,Lucia,Ex Machina,Alex Garland,2014
7,14,Lucia,The Lord of the Rings: The Two Towers,Peter Jackson,2002
7,194,Lucia,The Gold Rush,Charles Chaplin,1925
7,110,Lucia,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,1983
7,933,Lucia,Saw,James Wan,2004
7,167,Lucia,Andaz Apna Apna,Rajkumar Santoshi,1994
7,197,Lucia,Pink,Aniruddha Roy Chowdhury,2016
7,155,Lucia,Black,Sanjay Leela Bhansali,2005
7,504,Lucia,Shaun of the Dead,Edgar Wright,2004
7,535,Lucia,All That Jazz,Bob Fosse,1979
7,908,Lucia,50/50,Jonathan Levine,2011
7,558,Lucia,Harvey,Henry Koster,1950
7,226,Lucia,Gran Torino,Clint Eastwood,2008
7,47,Lucia,Hotaru no haka,Isao Takahata,1988
7,404,Lucia,Do the Right Thing,Spike Lee,1989
7,636,Lucia,Walk the Line,James Mangold,2005
7,413,Lucia,Kagemusha,Akira Kurosawa,1980
7,385,Lucia,Dancer in the Dark,Lars von Trier,2000
7,40,Lucia,Gladiator,Ridley Scott,2000
7,583,Lucia,Rogue One,Gareth Edwards,2016
7,389,Lucia,Central do Brasil,Walter Salles,1998
7,233,Lucia,No Country for Old Men,Ethan Coen,2007
7,126,Lucia,M - Eine Stadt sucht einen Mörder,Fritz Lang,1931
7,511,Lucia,Cowboy Bebop: Tengoku no tobira,Shin'ichirô Watanabe,2001
7,772,Lucia,Tangled,Nathan Greno,2010
7,943,Lucia,The Butterfly Effect,Eric Bress,2004
7,147,Lucia,Up,Pete Docter,2009
7,776,Lucia,Crash,Paul Haggis,2004
7,662,Lucia,The Remains of the Day,James Ivory,1993
7,24,Lucia,Sen to Chihiro no kamikakushi,Hayao Miyazaki,2001
7,699,Lucia,Willy Wonka & the Chocolate Factory,Mel Stuart,1971
7,648,Lucia,Cast Away,Robert Zemeckis,2000
7,484,Lucia,Amour,Michael Haneke,2012
7,934,Lucia,"""Synecdoche, New York""",Charlie Kaufman,2008
7,446,Lucia,Stalag 17,Billy Wilder,1953
7,731,Lucia,Kingsman: The Secret Service,Matthew Vaughn,2014
7,466,Lucia,Manbiki kazoku,Hirokazu Koreeda,2018
7,821,Lucia,Malcolm X,Spike Lee,1992
8,478,Juan,Star Wars: Episode VII - The Force Awakens,J.J. Abrams,2015
8,407,Juan,The Princess Bride,Rob Reiner,1987
8,223,Juan,Prisoners,Denis Villeneuve,2013
8,254,Juan,Fa yeung nin wah,Kar-Wai Wong,2000
8,5,Juan,12 Angry Men,Sidney Lumet,1957
8,638,Juan,The Notebook,Nick Cassavetes,2004
8,196,Juan,Portrait de la jeune fille en feu,Céline Sciamma,2019
8,74,Juan,The Shining,Stanley Kubrick,1980
8,786,Juan,The Magdalene Sisters,Peter Mullan,2002
8,812,Juan,Primal Fear,Gregory Hoblit,1996
8,826,Juan,Fried Green Tomatoes,Jon Avnet,1991
8,216,Juan,12 Years a Slave,Steve McQueen,2013
8,251,Juan,The Truman Show,Peter Weir,1998
8,726,Juan,Mission: Impossible - Fallout,Christopher McQuarrie,2018
8,804,Juan,Rushmore,Wes Anderson,1998
8,599,Juan,Moonrise Kingdom,Wes Anderson,2012
8,207,Juan,Kis Uykusu,Nuri Bilge Ceylan,2014
8,624,Juan,Avatar,James Cameron,2009
8,383,Juan,Donnie Darko,Richard Kelly,2001
8,735,Juan,La vie d'Adèle,Abdellatif Kechiche,2013
8,451,Juan,Rope,Alfred Hitchcock,1948
8,83,Juan,Sunset Blvd.,Billy Wilder,1950
8,949,Juan,The Others,Alejandro Amenábar,2001
